PMID,Titulo,Autores,Periodico,Data_Publicacao,DOI,Tipo_Publicacao,MeSH_Terms,Resumo,URL
41966937,Automated O-RADS Risk Stratification Using a Large Language Model Analysis of Narrative Ultrasound Reports.,"Guo, Yanhui; Gong, Jingjing; Jiang, Ruquan; Agarwal, Asmi; Goel, Ruchika; Selingreund, Richard; Liu, Yujie; Ren, Min",Ultrasound in medicine & biology,2026 Jul,10.1016/j.ultrasmedbio.2026.03.009,Journal Article,"*Large Language Models; Humans; Risk Assessment/methods; Ultrasonography/methods; Female; *Ovarian Neoplasms/diagnostic imaging; Machine Learning; *Image Interpretation, Computer-Assisted/methods; *Radiology Information Systems","BACKGROUND: The Ovarian-Adnexal Reporting and Data System (O-RADS) is essential for standardizing the risk stratification of ovarian lesions detected on ultrasound. However, manual assignment of O-RADS scores is time-consuming and can vary between observers. This study investigates an automated method for O-RADS scoring using a large language model (LLM) to analyze narrative ultrasound reports. METHODS: A two-stage pipeline was developed for automated O-RADS classification. Initially, the Lingshu LLM, specialized in medical language, extracted and embedded features from free-text descriptions of ovarian lesions. It identified key diagnostic features mentioned by sonologists. Subsequently, these features were used to train and evaluate several machine learning algorithms, including logistic regression (LR), support vector machines and random forests, to predict O-RADS scores (1-5). RESULTS: The proposed method was evaluated on a dataset of 513 cases using fivefold cross-validation. The pipeline using Lingshu model embeddings with LR achieved the highest accuracy of 0.803 [95% CI: 0.753, 0.853], a weighted-average F1-score of 0.819 [95% CI: 0.777, 0.861] and a macro-averaged AUROC of 0.948 [95% CI: 0.937, 0.959]. This outperformed the MedGemma model's pipeline, which had an accuracy of 0.760 [95% CI: 0.700, 0.820], F1-score of 0.787 [95% CI: 0.739, 0.835] and AUROC of 0.941 [95% CI: 0.911, 0.971]. CONCLUSION: This study introduces a novel approach to automate O-RADS scoring using LLMs for feature extraction and traditional machine learning for classification. The results indicate that this method can accurately stratify ovarian cancer risk, potentially improving clinical workflow efficiency and reducing diagnostic variability. This approach may support radiologists in making more consistent and timely assessments.",https://pubmed.ncbi.nlm.nih.gov/41966937/
41961211,"Influence of structured output constraints on GPT-5-Thinking, Gemini 2.5 Pro, and open-weight LLMs for radiology protocol selection.","Bahaaeldin, Mohammed; Nowak, Sebastian; Seidel, Oleksandra; Isaak, Alexander; Kravchenko, Dmitrij; Proff, Annemarie; Dell, Tatjana; Kuetting, Daniel; Luetkens, Julian A; Mesropyan, Narine",European radiology experimental,2026 Apr 10,10.1186/s41747-026-00712-3,Journal Article,"*Large Language Models; Humans; Generative Artificial Intelligence; *Radiology Information Systems; Magnetic Resonance Imaging; Tomography, X-Ray Computed; *Clinical Protocols; *Radiology","OBJECTIVE: To evaluate the impact of constraining proprietary and open large language models (LLMs) to structured outputs in processing radiology request forms (RRF). MATERIALS AND METHODS: We evaluated five LLMs-two proprietary (GPT-5-Thinking, Gemini 2.5 Pro) and three open (Qwen3-235B-A22B-Thinking, gpt-oss-120b, medgemma-27b-it)-on 100 RRFs (50 computed tomography, 50 magnetic resonance imaging). Each model processed cases with and without constraints to structured outputs. Endpoints included accuracy for modality, anatomical region, contrast phase, urgency, ""all correct"" (all four categories correct), and ""indication improved"" (clarity of rewritten text). Outputs were evaluated against a reference standard defined by board-certified radiologists and compared with two radiology residents (first-year and third-year). Accuracies with 95% confidence intervals were calculated. RESULTS: Constraining to structured outputs had model-dependent effects: it improved Gemini 2.5 Pro (all correct: from 53.0% [43.3-62.5] to 66.0% [56.3-74.5]) but reduced GPT-5-Thinking accuracy (from 76.0% [66.8-83.3] to 53.0% [43.3-62.5]), with minimal influence on open models. Both proprietary LLMs outperformed the best open models (up to 41.0% [31.9-50.8]). All LLMs exceeded the unassisted first-year residents' performance (19.0% [12.5-27.8]). LLM assistance improved first-year residents' accuracy to 65.0% [55.3-73.6], approaching the third-year residents' performance (80.0% [71.1-86.7]), who performed comparably to the best LLMs. Across models, performance was highest for modality and anatomical region, and lowest for urgency. Indication reformulation was judged clearer in > 90% of cases across all models without hallucinations. CONCLUSION: Constraining to structured outputs exerted model-specific effects. Proprietary LLMs achieved the highest accuracy in RRF-based protocol selection and improved first-year resident performance to an experienced-resident level. RELEVANCE STATEMENT: LLMs may serve as valuable decision-support tools for radiology workflow. Constraining LLMs to structured outputs produced divergent, model-specific effects in radiology protocol selection-improving Gemini 2.5 Pro, reducing GPT-5-Thinking, and minimally affecting open models-highlighting the need for model-specific prompting strategies before adopting LLMs in radiology decision support. KEY POINTS: Structured output constraints affect LLM performance differently. Gemini 2.5 Pro benefits from structured prompting, while GPT-5-Thinking declines. Open-weight models show minimal impact from output constraining. Proprietary models outperform open models in radiology protocol selection.",https://pubmed.ncbi.nlm.nih.gov/41961211/
41959783,Reproducibility and Robustness of Large Language Models for Mobility Functional Status Extraction.,"Liu, Xingyi; Garg, Muskan; Jeon, Eunji; Jia, Heling; Sauver, Jennifer St; Pagali, Sandeep R; Sohn, Sunghwan",medRxiv : the preprint server for health sciences,2026 Apr 5,10.64898/2026.04.03.26350117,Journal Article; Preprint,,"Clinical narrative text contains crucial patient information, yet reliable extraction remains challenging due to linguistic variability, documentation habits, and differences across care settings. Large language models (LLMs) have shown strong accuracy on clinical information extraction (IE), but their reproducibility (stability under repeated runs) and robustness (stability under small, natural prompt variations) are less consistently quantified, despite being central to clinical deployment. In this study, we evaluate three open-weight LLMs representing distinct modeling choices: a dense general-purpose model (Llama 3.3), a mixture-of-experts (MoE) general-purpose model (Llama 4), and a domain-tuned medical model (MedGemma). We focus on binary clinical IE aligned with four mobility classes from the International Classification of Functioning, Disability and Health (ICF) framework. Using a controlled experimental design, we quantify (1) intra-prompt reproducibility across repeated sampling and (2) inter-prompt robustness across paraphrased prompts. We jointly report predictive performance (F1-score) and stability (Fleiss' Kappa). And we test factor effects using three-way ANOVA with post-hoc comparisons. Results show that increasing temperature generally degrades agreement, but the magnitude depends on model and task; furthermore, prompt paraphrasing can substantially reduce stability, with particularly large drops for the MoE model. Finally, we evaluate a practical mitigation, self-consistency via majority voting, which improves kappa substantially and often improves or preserves F1-score, at the cost of additional inference. Together, these findings provide a reproducible framework and concrete recommendations for evaluating and improving LLM reliability in clinical IE.",https://pubmed.ncbi.nlm.nih.gov/41959783/
41832244,Artificial Intelligence-powered tiered early warning framework addressing high false alarm rates for in-hospital mortality prediction.,"Wu, Lijuan; Mai, Liyi; Wang, Hongnian; Huang, Jinxin; He, Xinrong; Zhan, Xueyun; Khalemsky, Anna; Kumar, Vijaya Arun; Paxton, James H; Tsilimingras, Dionyssios; Hachimi-Idrissi, Said; Liu, Shan W; Savioli, Gabriele; Rathlev, Niels K; Tazarourte, Karim; Slagman, Anna; Christ, Michael; Qureshi, Muhammad; Hariri, Hani; Grossman, Shamai A; Hu, Bei; Wang, Huajun; He, Binbin; Levy, Phillip D; O'Neil, Brian J; Gemme, Seth; Kurland, Lisa; Lang, Eddy; Lin, Jinle; Liang, Huiying; Li, Xin; Bellou, Abdelouahab",NPJ digital medicine,2026 Mar 14,10.1038/s41746-026-02522-8,Journal Article,,"Alert fatigue remains a major barrier to the effective deployment of predictive models in emergency care, particularly in the context of rare but critical outcomes such as in-hospital mortality (IHM), which often occurs in less than 5.0% of patients admitted from the emergency department (ED). Severe class imbalance leads to low positive predictive value (PPV), undermining the clinical utility of even high-performance predictive models. To address this issue, we propose AI-TEW (Artificial Intelligence-powered Tiered Early Warning), a novel two-stage early warning framework designed to reduce false alarms and improve clinical interpretability. In Stage 1, a robust machine learning model was developed and validated using data from 174,292 ED visits across three hospitals in China and the United States. The model demonstrated strong discriminative ability for IHM prediction, achieving AUROCs ranging from 0.84 (95% CI, 0.81-0.86) to 0.91 (95% CI, 0.90-0.91) in internal and external validation cohorts. In Stage 2, AI-TEW implements a tiered risk stratification strategy by optimizing decision thresholds to prioritize high-risk patients, thereby increasing PPV from baseline levels of 9.8-18.8% to 32.5-40.5% across sites, while maintaining a high negative predictive value (NPV) of over 98% for low-risk individuals. To further refine alert precision, a knowledge-based filtering layer is introduced, leveraging large language models (LLM) to interpret patient-specific risk factors derived from SHAP (Shapley Additive exPlanations) method. Integrating explainable AI with clinical reasoning enhances contextual understanding and reduces spurious alerts, leading to an 11.53% increase in PPV in external validation (p = 0.0092 for MedGemma). By integrating improved predictive efficiency with interpretable, knowledge-informed filtering, AI-TEW reduces alert burden while supporting timely clinical intervention, demonstrating a promising approach to mitigating the impact of class imbalance in emergency risk prediction.",https://pubmed.ncbi.nlm.nih.gov/41832244/
41758149,The Intention-Execution Disconnect in Medical AI: The ReXecution Framework for Evaluating Real-World Clinical Performance.,"Banerjee, Oishi; Bijnens, Lucas; Adithan, Subathra; Rajpurkar, Pranav",Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,2026,10.1142/9789819824755_0021,Journal Article,"Humans; Computational Biology/methods; *Artificial Intelligence/statistics & numerical data; Intelligent Systems; Generative Artificial Intelligence; Radiologists/statistics & numerical data; Workflow; Radiography, Thoracic/statistics & numerical data; Reproducibility of Results; Radiology/statistics & numerical data","We present the ReXecution framework for conducting clinician-centered assessments of medical AI assistants, providing detailed insights into their reliability in realistic clinical settings. Using this framework, we assessed AI assistants for chest X-ray (CXR) interpretation, exploring the gap between current model capabilities and real-world radiological needs. Unlike prior benchmarks that rely on automatically generated questions with limited clinical relevance, our dataset consists of 100 expert-curated tasks that radiologists might realistically present to an AI assistant in their day-to-day workflow. Through detailed manual review by a radiologist, we evaluated two leading foundation models, ChatGPTo3 and MedGemma, on our tasks. While both models demonstrated considerable medical knowledge and reasoning capabilities on our tasks, they frequently struggled to interpret images and execute tasks accurately, producing correct outputs in only 5-10% of cases. Our detailed manual evaluation highlights a critical mismatch: models often abstractly understand radiology concepts but cannot reliably execute their plans when interpreting specific medical images. This work identifies key gaps in current models' ability to serve as comprehensive radiology assistants and provides insights into how the development and evaluation of models can better align with real-world clinician needs, enabling seamless clinician-AI collaboration.",https://pubmed.ncbi.nlm.nih.gov/41758149/
41758146,ReXVQA: A Large-scale Visual Question Answering Benchmark for Generalist Chest X-ray Understanding.,"Pal, Ankit; Lee, Jung-Oh; Zhang, Xiaoman; Sankarasubbu, Malaikannan; Roh, Seunghyeon; Kim, Won Jung; Lee, Meesun; Rajpurkar, Pranav",Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,2026,10.1142/9789819824755_0018,Journal Article,"Humans; *Radiography, Thoracic/statistics & numerical data; Computational Biology/methods; Benchmarking/statistics & numerical data; Large Language Models; *Radiology/education/statistics & numerical data; Artificial Intelligence; Diagnosis, Differential; Clinical Competence/statistics & numerical data","We present ReXVQA, the largest and most comprehensive benchmark for visual question answering (VQA) in chest radiology, comprising 694,841 questions paired with 160,000 chest X-rays studies across training, validation, and test sets. Unlike prior efforts that rely heavily on template based queries, ReXVQA introduces a diverse and clinically authentic task suite reflecting five core radiological reasoning skills: presence assessment, location analysis, negation detection, differential diagnosis, and geometric reasoning. We evaluate eight state-of-the-art multimodal large language models, including MedGemma-4Bit, Qwen2.5-VL, Janus-Pro-7B, and Eagle2-9B. The best-performing model (MedGemma) achieves 83.24% overall accuracy. To bridge the gap between AI performance and clinical expertise, we conducted a comprehensive human reader study involving 3 senior radiology residents on 200 randomly sampled cases. Our evaluation demonstrates that MedGemma achieved superior performance (83.84% accuracy) compared to human readers (best radiology resident: 77.27%), representing a significant milestone where AI performance exceeds human evaluation on chest X-ray interpretation. The reader study reveals distinct performance patterns between AI models and radiology residents, with strong inter-reader agreement among the human readers while showing more variable agreement patterns between human readers and AI models. ReXVQA establishes a new standard for evaluating generalist radiological AI systems, offering public leaderboards, fine-grained evaluation splits, structured explanations, and category-level breakdowns. This benchmark lays the foundation for next-generation AI systems capable of mimicking expert-level clinical reasoning beyond narrow pathology classification.Dataset: https://hf.co/datasets/rajpurkarlab/ReXVQA; Supplementary Material: https://github.com/monk1337/PSB-Conference-2025/blob/main/Appendix.pdf.",https://pubmed.ncbi.nlm.nih.gov/41758146/
41699044,A deep learning model integrating structured data and clinical text for predicting atrial fibrillation recurrence.,"Jia, Sixiang; Yin, Yanping; Guan, Yingxia; Ying, Xuan; Shi, Peijian; Li, Chenhao; Yang, Qiang; Mou, Xuanting; Lin, Jiangbo; Xu, Que; Zhu, Qingru; Yang, Yang; Zhang, Heqiang; Zhao, Jianqiang; Lin, Wenting; Feng, Chao; Ge, Weili; Xia, Shudong",NPJ digital medicine,2026 Feb 16,10.1038/s41746-026-02436-5,Journal Article,,"Multimodal perioperative data from patients undergoing atrial fibrillation (AF) ablation offer valuable insights for stratifying recurrence risk, yet remain underutilized in prediction models. This multicenter retrospective study included 2508 patients who underwent AF ablation at five Chinese centers: The Fourth Affiliated Hospital of Zhejiang University School of Medicine (Jan 2016-Mar 2024; Training Cohort), Taizhou Hospital of Zhejiang Province (Jan 2015-Jan 2024; Training Cohort), The Affiliated Hospital of Yunnan University (Jan 2016-Jan 2024; Validation Cohort), Jinhua People's Hospital (Jan 2020-Jan 2024; Test Cohort), and Ningbo Beilun Hospital (Jan 2020-Jan 2024; Test Cohort). We developed a dual-branch deep learning model to predict AF recurrence, in which structured data were processed via a 1D ResNet and textual data were encoded using four large language models (LLaMA-7B, Phi2-2.7B, Mistral-7B, and MedGemma-27B). The model incorporating MedGemma for text feature extraction performed best, achieving areas under the curve of 0.934 (95% CI: 0.921-0.946), 0.928 (95% CI: 0.904-0.950), and 0.911 (95% CI: 0.878-0.941) on the training, validation, and test sets, respectively. Our model integrates multimodal perioperative data from AF ablation patients, effectively identifies high-risk individuals, and may facilitate targeted interventions to reduce relapse.",https://pubmed.ncbi.nlm.nih.gov/41699044/
41696659,BEnchmarking Large Language Models for Ophthalmology (BELO): An Expert-Curated Data Set and Evaluation Framework for Knowledge and Reasoning.,"Srinivasan, Sahana; Ai, Xuguang; Lo, Thaddaeus Wai Soon; Gilson, Aidan; Zou, Minjie; Zou, Ke; Kim, Hyunjae; Yang, Mingjia; Pushpanathan, Krithi; Yew, Samantha Min Er; Loke, Wan Ting; Goh, Jocelyn Hui Lin; Chen, Yibing; Kong, Yiming; Fu, Emily Yuelei; Ong, Michelle; Nwanyanwu, Kristen; Dave, Amisha; Li, Kelvin Zhenghao; Sun, Chen-Hsin; Chia, Mark; Yang, Gabriel Dawei; Wong, Wendy Meihua; Chen, David Ziyou; Liu, Dianbo; Singer, Maxwell; Antaki, Fares; Del Priore, Lucian V; Jonas, Jost B; Adelman, Ron; Chen, Qingyu; Tham, Yih-Chung",Ophthalmology science,2026 Mar,10.1016/j.xops.2025.101050,Journal Article,,"PURPOSE: Current benchmarks evaluating large language models (LLMs) in ophthalmology are narrow and disproportionately prioritize accuracy. We introduce BEnchmarking LLMs for Ophthalmology (BELO), a standardized evaluation benchmark developed through multiple rounds of expert checking by 13 ophthalmologists. BEnchmarking LLMs for Ophthalmology assesses ophthalmology-related knowledge and reasoning quality. SUBJECTS: This study did not involve human participation. DESIGN: Cross-sectional study. METHODS: Using keyword matching and a fine-tuned PubMed Bidirectional Encoder Representations from Transformers model, we curated ophthalmology-specific multiple-choice questions (MCQs) from diverse medical data sets (Basic and Clinical Science Course [BCSC], Multi-Subject Multi-Choice Dataset for Medical domain [MedMCQA], Medical Question Answering [MedQA], Biomedical Semantic Indexing and Question Answering [BioASQ], and PubMed Question Answering [PubMedQA]). The data set underwent multiple rounds of expert checking. Duplicate and substandard questions were systematically removed. Ten ophthalmologists refined the explanations of each MCQ's correct answer. This was further adjudicated by 3 senior ophthalmologists. To illustrate BELO's utility, we evaluated 8 LLMs (OpenAI o1, o3-mini, GPT-5, GPT-4o, DeepSeek-R1, MedGemma-4B, Llama-3-8B, and Gemini 1.5 Pro). MAIN OUTCOME MEASURES: The 8 LLMs were evaluated in terms using accuracy, macro-F1, and 5 text-generation metrics (Recall-Oriented Understudy for Gisting Evaluation, BERTScore, BARTScore, Metric for Evaluation of Translation with Explicit Ordering, and AlignScore). In a further evaluation involving human experts, 2 ophthalmologists qualitatively reviewed 50 randomly selected outputs for accuracy, comprehensiveness, and completeness. RESULTS: BEnchmarking LLMs for Ophthalmology consists of 900 high-quality, expert-reviewed questions aggregated from 5 sources: BCSC (260), BioASQ (10), MedMCQA (572), MedQA (40), and PubMedQA (18). To demonstrate BELO's utility, we conducted a series of benchmarking exercises. In the quantitative evaluation, GPT-5 achieved the highest accuracy (0.90, 95% confidence interval [CI]: 0.89-0.92) and macro-F1 score (0.91, 95% CI: 0.89-0.93). On the other hand, the models' performance on text-generation metrics varied and were generally suboptimal, with scores ranging from 20.4 to 72.0 (out of 100, excluding the BARTScore metric), indicating room for improvement in clinical reasoning. In expert evaluations, GPT-4o was rated highest for accuracy and readability, while Gemini 1.5 Pro scored highest for completeness. A public leaderboard has been established to promote transparent evaluation and reporting. Importantly, the BELO data set will remain a hold-out, evaluation-only benchmark to ensure fair and reproducible comparisons of future models. CONCLUSIONS: BEnchmarking LLMs for Ophthalmology provides a robust clinically relevant benchmark for evaluating both the accuracy and reasoning capabilities of current and emerging LLMs in ophthalmology. Future BELO benchmarking efforts will expand to include vision-based question answering and clinical scenario management tasks. FINANCIAL DISCLOSURES: The authors have no proprietary or commercial interest in any materials discussed in this article.",https://pubmed.ncbi.nlm.nih.gov/41696659/
41646812,Understanding Clinical Reasoning Variability in Medical Large Language Models: A Mechanistic Interpretability Study.,"Modi, Mirage; Krull, Jordan E; Johnson, Donte; Wang, Xiaoying; Gauntner, Timothy D; Li, Mingjia; Cheng, Hao; Ma, Anjun; Zhang, Ping; Stover, Daniel G; Li, Zihai; Ma, Qin",medRxiv : the preprint server for health sciences,2026 Feb 13,10.64898/2026.01.26.26344845,Journal Article; Preprint,,"Medical large language models (LLMs) achieving high benchmark accuracy exhibit unexplained variability in clinical tasks, producing errors that clinicians cannot safeguard against. We evaluated clinical reasoning stability in GPT-5, MedGemma-27B-Text-IT, and OpenBioLLM-Llama3-70B using 355 systematic perturbations of physician-validated oncology cases and trained sparse autoencoders on 1 billion tokens from 50,000 MIMIC-IV clinical notes to decompose their internal representation. We find models exhibit dramatic reasoning instability, shifting staging accuracy by over 50% based solely on prompt format, or generating definitive staging in clinically insufficient scenarios. Sparse autoencoder analysis revealed hierarchical encoding in MedGemma, where high-magnitude features encode lexical identity and low-magnitude features encode contextual meaning. OpenBioLLM distributes information uniformly. We demonstrate these internal encoding structures differentially affect retrieval interventions, suggesting interventions effective for one architecture may harm another. We recommend healthcare institutions implement architecture-specific safety validation, as benchmark equivalence does not imply functional equivalence, with implications for AI safety beyond healthcare.",https://pubmed.ncbi.nlm.nih.gov/41646812/
41605505,Multimodal Large Language Models for Cystoscopic Image Interpretation and Bladder Lesion Classification: Comparative Study.,"Shih, Yung-Chi; Wu, Cheng-Yang; Huang, Shi-Wei; Tsai, Chung-You",Journal of medical Internet research,2026 Jan 28,10.2196/87193,Comparative Study; Journal Article,"Humans; *Large Language Models; *Cystoscopy/methods; *Urinary Bladder Neoplasms/diagnostic imaging/classification/diagnosis; *Image Interpretation, Computer-Assisted/methods; Artificial Intelligence; *Urinary Bladder/diagnostic imaging/pathology","BACKGROUND: Cystoscopy remains the gold standard for diagnosing bladder lesions; however, its diagnostic accuracy is operator dependent and prone to missing subtle abnormalities such as carcinoma in situ or misinterpreting mimic lesions (tumor, inflammation, or normal variants). Artificial intelligence-based image-analysis systems are emerging, yet conventional models remain limited to single tasks and cannot produce explanatory reports or articulate diagnostic reasoning. Multimodal large language models (MM-LLMs) integrate visual recognition, contextual reasoning, and language generation, offering interpretive capabilities beyond conventional artificial intelligence. OBJECTIVE: This study aims to rigorously evaluate state-of-the-art MM-LLMs for cystoscopic image interpretation and lesion classification using clinician-defined stress-test datasets enriched with rare, diverse, and challenging lesions, focusing on diagnostic accuracy, reasoning quality, and clinical relevance. METHODS: Four MM-LLMs (OpenAI-o3 and ChatGPT-4o [OpenAI]; Gemini 2.5 Pro and MedGemma-27B [Google]) were evaluated under blinded, randomized procedures across two tasks: (1) free-text image interpretation for anatomic site, findings, lesion reasoning, and final diagnosis (n=401) and (2) seven-class tumor-like lesion classification (n=113) within a multiple-choice framework (cystitis, polyps, papilloma, papillary urothelial carcinoma, carcinoma in situ, non-urothelial carcinoma, and none of the above). Three raters independently scored outputs using a 5-point Likert scale, and classification metrics (accuracy, sensitivity, specificity, Youden J index (Youden J), and Matthews correlation coefficient [MCC]) were calculated for lesion detection, biopsy indication, and malignancy endpoints. For optimization, model performance was compared between zero-shot and text-based in-context learning prompts that were prefixed with brief descriptions of tumor features. RESULTS: The 401-image test set spanned 40 subcategories, with 322 (80.3%) containing abnormal findings in the image interpretation task. OpenAI-o3 demonstrated strong reasoning, with high satisfaction for anatomy (339/401, 84.5%) and findings (305/401, 76%), but lower satisfaction for lesion reasoning (211/401, 52.5%) and final diagnosis (193/401, 48.2%), indicating increasing difficulty with higher-order synthesis. Mean Likert score differences (OpenAI-o3 minus Gemini 2.5 Pro) were +0.27 for findings (adjusted P value: q=0.002), +0.24 for lesion reasoning (q=0.047), and +0.19 for final diagnosis. For clinically relevant endpoints in the full set, OpenAI-o3 achieved the most balanced performance, with lesion detection accuracy of 88.3%, sensitivity of 92%, specificity of 73.1%, Youden J of 0.650, and MCC of 0.635. In 7-class tumor-like lesion classification, OpenAI-o3 achieved accuracies of 73.5% for biopsy indication and 62.8% for malignancy, with a balanced sensitivity-specificity trade-off, outperforming other models. Notably, OpenAI-o3 performed best on prevalent malignant lesions. ChatGPT-4o and Gemini 2.5 Pro showed high sensitivity but low specificity, whereas MedGemma-27B underperformed. In-context learning improved OpenAI-o3 microaverage accuracy (40.7%-->46.0%; MCC 0.311-->0.370) but yielded only slight specificity gains and minimal accuracy change in other models, likely constrained by the absence of paired image-text context. CONCLUSIONS: MM-LLMs demonstrate meaningful assistive potential in generating interpretable cystoscopy free-text rationales and supporting biopsy triage and training. However, performance in difficult differential diagnoses remains modest and requires further optimization before safe clinical integration.",https://pubmed.ncbi.nlm.nih.gov/41605505/
41542317,Lightweight open-source large language models versus cTAKES for information extraction from discharge summaries: tobacco smoking status test case.,"Davila-Garcia, David M; Schuelke, Matthew J; Wilcox, Adam B",JAMIA open,2026 Feb,10.1093/jamiaopen/ooaf182,Journal Article,,"OBJECTIVES: To compare lightweight open-source large language models (LLMs) with cTAKES, a state-of-the-art natural language processing (NLP) system, in an information extraction task from hospitalization discharge summaries. MATERIALS AND METHODS: Two readers annotated 250 randomly sampled adult discharge summaries (BJC HealthCare, 2018-2023) for tobacco smoking status as ""Smoker,"" ""Never smoker,"" ""Unknown."" Six LLMs (Llama-3 [1B-70B], gpt-oss-20B, MedGemma-27B) and cTAKES extracted smoking status from summaries. Performance was benchmarked against consensus annotations using weighted F1-score, macro F1-score, and per-class F1-scores and a noninferiority test. RESULTS: Inter-reader agreement was excellent (kappa = 0.91). LLM size (2.3-47.3 GB) and inference time (2.5-14.5 s/note) varied. gpt-oss-20B achieved non-inferior performance vs cTAKES (F1 = 0.99 vs 0.97; P < .021). DISCUSSION: The high accuracy and efficiency of gpt-oss-20B support its potential as a practical, open-source alternative to traditional NLP for clinical information extraction. CONCLUSION: Lightweight LLMs can be applied for use across diverse clinical information extraction tasks without the need for task-specific fine-tuning.",https://pubmed.ncbi.nlm.nih.gov/41542317/
41503479,Drug-drug interaction identification using large language models.,"Blotske, Kaitlin; Zhao, Xingmeng; Henry, Kelli; Gao, Yanjun; Tilley, Adeleine; Cargile, Moriah; Murray, Brian; Smith, Susan E; Barreto, Erin F; Bauer, Seth; Sohn, Sunghwan; Liu, Tianming; Bennett, Tell; Cohen, Mitch; Sikora, Andrea",medRxiv : the preprint server for health sciences,2025 Dec 29,10.64898/2025.12.03.25341549,Journal Article; Preprint,,"BACKGROUND: Drug-drug interactions (DDIs) are a significant source of morbidity and adverse drug events (ADEs), particularly in situations of polypharmacy and complex medication regimens. While rules-based software integrated in electronic health records (EHRs) has demonstrated proficiency in identifying DDIs present in medication regimens, large language model (LLM) based identification requires thorough benchmarking and performance evaluation using high-quality datasets for safe use. The purpose of this study was to develop a series of performance benchmarking experiments specifically for LLM performance in identification and management of DDIs using a specifically curated clinician-annotated dataset of clinically-relevant DDIs. METHODS: We evaluated three LLMs (GPT-4o-mini, MedGemma-27B, LLaMA3-70B) using a clinician-annotated benchmark dataset of 750 DDI scenarios spanning three levels of diagnostic complexity. Tasks were aligned with flexible judgment formats: (1) a pointwise two-drug classification task, (2) a pairwise three-drug discrimination task, and (3) a listwise 4-6 drug selection task. Standardized zero-shot prompting with task-specific instructions was applied for all models. Performance was assessed using precision, recall, F1 score, and accuracy. Reliability was quantified using self-consistency across repeated runs and confidence-aligned metrics to capture stability in model reasoning. RESULTS: Across the three experiments, model performance varied by task structure and interaction severity. LLaMA3-70B demonstrated the highest recall and F1 score in the pointwise task, whereas GPT-4o-mini achieved superior accuracy and consistency in the pairwise and listwise tasks. MedGemma-27B showed competitive performance in identifying Category D interactions. Self-consistency decreased as task complexity increased, highlighting reduced stability in multi-drug reasoning. No model exhibited uniformly high reliability across all judgment formats. CONCLUSIONS: Current LLMs show promising but uneven capabilities in identifying DDIs across clinically relevant task structures. Performance degrades as the reasoning space expands, and stability across repeated queries remains limited. These findings emphasize the need for multi-format evaluation frameworks and reliability-aware assessment when considering LLMs for medication-safety applications.",https://pubmed.ncbi.nlm.nih.gov/41503479/
41404284,Rx-LLM: a benchmarking suite to evaluate safe large language model performance for medication-related tasks.,"Zhao, Xingmeng; Blotske, Kaitlin; Cargile, Moriah; Tilley, Adeleine; Murray, Brian; Gao, Yanjun; Henry, Kelli; Smith, Susan E; Barreto, Erin F; Bauer, Seth; Sohn, Sunghwan; Liu, Tianming; Bennett, Tell; Cohen, Mitch; Sikora, Andrea",medRxiv : the preprint server for health sciences,2025 Dec 30,10.64898/2025.12.01.25341004,Journal Article; Preprint,,"BACKGROUND: For large language models (LLMs) to reach their potential as information technology tools that make medication use safer, clinically relevant benchmarks capable of automated grading and designed specifically to measure the performance of LLMs for medication tasks are required. The purpose of this study was to design a suite of benchmarking tests reflective of Comprehensive Medication Management (CMM; the standard of care for medication optimization) and quantify the baseline performance of the latest LLMs. METHODS: We established six benchmarks representing critical stages of the CMM process: drug formulation matching, drug order (sig) generation, drug route matching, drug-drug interaction identification, renal dose identification, and drug-indication matching. For each benchmark, we curated a clinician-annotated dataset comprising 250 standardized input-output pairs including both inpatient and outpatient medications. We evaluated the clinical knowledge retrieval capabilities of three LLMs: GPT-4o-mini, MedGemma-27B, and LLaMA3-70B. We employed a zero-shot prompting strategy, excluding in-context examples, to assess the models' internal clinical knowledge rather than their few-shot learning potential. To check reliability, each model was run three times using a temperature of 0.7 (a mid-range value of an LLM setting controlling text generation randomness). Performance was assessed using task-specific evaluation metrics including precision (positive predictive value), recall (sensitivity), F1-score, accuracy, and correctness consistency across trials. RESULTS: Across six benchmarks, LLaMA3-70B demonstrated the highest performance in four tasks: drug-formulation matching (F1, 54.0% [95 CI: 50.1-58]), drug-order generation (accuracy, 88.0%), drug-route identification (F1, 74.3% [95 CI: 71-78]), and drug-indication identification (accuracy, 97.6% [95 CI: 95.6-99.2]). In the drug-drug interaction task, GPT-4o-mini achieved the highest overall accuracy (70.4% [95 CI: 64.8-75.7]). For renal dose-adjustment identification, GPT-4o-mini demonstrated the highest F1 score (83.3% [95 CI: 77.6-88]). Correctness-consistency scores ranged from 8.0% to 97.6% across benchmarks, with no model exhibiting uniformly superior consistency. CONCLUSIONS: Model performance varied substantially across medication-related tasks. LLaMA3-70B demonstrated promising baseline performance in tasks involving formulation, ordering, route, and indication. GPT-4o-mini showed potential advantages in drug-drug interaction detection and renal dose adjustment. These findings underscore the need for task-specific evaluation when deploying models for medication-focused clinical decision support.",https://pubmed.ncbi.nlm.nih.gov/41404284/
